wconfid,pctid,x,y,z,mag
1,30,0.996,0,-0.109,1.001946605
1,30,0.984,-0.027,-0.133,0.993314653
1,30,1.004,-0.012,-0.109,1.009970792
1,30,0.984,0.027,-0.141,0.994417417
1,30,1.031,-0.063,-0.141,1.042502278
1,30,1.027,0.031,-0.129,1.035534162
1,30,0.992,0.02,-0.133,1.001075921
1,30,1.012,0.012,-0.117,1.018811563
1,30,0.984,-0.023,-0.102,0.989539792
1,30,0.984,0.082,-0.133,0.996327757
1,30,1,0.027,-0.133,1.009166983
1,30,0.969,0.055,-0.141,0.980748184
1,30,0.984,-0.004,-0.113,0.990475139
1,30,1.012,-0.09,-0.141,1.025731446
1,30,0.977,0,-0.141,0.98712208
1,30,0.977,-0.039,-0.105,0.983399715
1,30,0.98,-0.07,-0.109,0.988524658
1,30,0.973,0.004,-0.137,0.98260572
1,30,0.992,-0.02,-0.125,1.000044499
1,30,0.996,-0.063,-0.191,1.016103341
1,30,0.984,-0.039,-0.133,0.993713238
1,30,1.035,-0.004,-0.141,1.044567853
1,30,1,-0.027,-0.113,1.006726378
1,30,0.98,0.105,-0.125,0.9935039
1,30,0.984,-0.012,-0.094,0.988552477
1,30,1.027,-0.02,-0.129,1.035263252
1,30,1.027,0.012,-0.145,1.037255031
1,30,0.988,0.035,-0.141,0.998624053
1,30,1.027,-0.039,-0.148,1.038341948
1,30,0.98,-0.051,-0.152,0.993028197
1,30,1,-0.035,-0.117,1.007429402
1,30,1,-0.008,-0.125,1.007813971
1,30,0.988,0.043,-0.137,0.998379687
1,30,0.996,0.039,-0.117,1.003606497
1,30,1.016,-0.047,-0.129,1.025234607
1,30,0.965,0,-0.156,0.977528005
1,30,0.973,0.016,-0.113,0.979670353
1,30,1.016,-0.059,-0.16,1.030212114
1,30,0.988,0.02,-0.121,0.995582744
1,30,0.996,0.063,-0.125,1.005788248
1,30,0.992,0.012,-0.105,0.997613653
1,30,0.992,0.105,-0.117,1.00437941
1,30,0.996,0.043,-0.113,1.003311517
1,30,0.996,-0.066,-0.164,1.011567101
1,30,1,-0.016,-0.141,1.010018317
1,30,1.031,-0.008,-0.133,1.039573951
1,30,1.004,-0.027,-0.125,1.012111654
1,30,0.977,0.082,-0.133,0.989414979
1,30,1,0.008,-0.121,1.007325667
1,30,1.008,0,-0.121,1.015236426
1,30,1,0,-0.117,1.006821235
1,30,0.992,0.004,-0.156,1.004199183
1,30,1.016,-0.023,-0.129,1.024414955
1,30,0.996,0.023,-0.125,1.00407669
1,30,0.961,0.035,-0.152,0.973575883
1,30,1.012,-0.016,-0.117,1.018866527
1,30,0.988,-0.031,-0.125,0.996358369
1,30,0.949,0.012,-0.125,0.957272166
1,30,1,0.031,-0.105,1.005975149
1,30,0.98,0.051,-0.148,0.992423801
1,30,1.016,0.008,-0.121,1.023211122
1,30,0.977,0.098,-0.133,0.990869315
1,30,1.023,0.02,-0.145,1.033418599
1,30,1,0.008,-0.148,1.01092433
1,30,0.984,-0.016,-0.121,0.99154072
1,30,0.98,-0.066,-0.117,0.989163788
1,30,1.008,0.031,-0.121,1.015709604
1,30,1,-0.078,-0.125,1.010796221
1,30,0.988,-0.074,-0.145,1.001321627
1,30,1.008,0.047,-0.137,1.018352591
1,30,1.008,-0.043,-0.137,1.01817582
1,30,0.984,-0.07,-0.148,0.997526942
1,30,0.992,0.121,-0.129,1.007643786
1,30,0.992,-0.035,-0.129,1.000964535
1,30,1,-0.07,-0.121,1.009723229
1,30,0.973,0.023,-0.141,0.983432255
1,30,1.008,-0.016,-0.129,1.01634689
1,30,0.996,-0.086,-0.125,1.007490447
1,30,0.988,0.094,-0.16,1.005276081
1,30,0.992,-0.027,-0.121,0.99971696
1,30,0.988,0.004,-0.129,0.996393998
1,30,0.965,-0.016,-0.129,0.973715564
1,30,0.992,-0.012,-0.102,0.997302361
1,30,0.992,-0.082,-0.137,1.004767137
1,30,1.004,0.094,-0.137,1.017654657
1,30,0.988,-0.047,-0.121,0.996490843
1,30,1.012,-0.008,-0.145,1.022366373
1,30,0.984,0.07,-0.133,0.995411975
1,30,0.984,-0.012,-0.125,0.991980343
1,30,1.008,0,-0.129,1.016220941
1,30,0.996,-0.008,-0.113,1.002421568
1,30,0.988,-0.098,-0.133,1.001717026
1,30,1,-0.004,-0.125,1.007790157
1,30,1,-0.082,-0.16,1.016033464
1,30,1.008,0.043,-0.148,1.019714176
1,30,0.996,0.02,-0.133,1.0050398
1,30,1,0.008,-0.117,1.006853018
1,30,0.988,0.098,-0.121,1.000194481
1,30,1.008,0.016,-0.109,1.014002465
1,30,0.984,-0.109,-0.137,0.99945285
1,30,0.992,0.023,-0.145,1.002805066
1,30,0.992,-0.031,-0.109,0.998451802
1,30,1.008,-0.043,-0.141,1.018721748
1,30,0.973,-0.027,-0.141,0.983533934
1,30,1.008,0.043,-0.113,1.015225098
1,30,1,-0.027,-0.125,1.008143839
1,30,0.984,-0.012,-0.125,0.991980343
1,30,1.016,-0.027,-0.113,1.022621142
1,30,1.004,-0.016,-0.102,1.009294803
1,30,0.98,0.098,-0.148,0.995945782
1,30,1.023,0.039,-0.141,1.03340747
1,30,0.988,-0.016,-0.133,0.99704012
1,30,0.98,0.008,-0.125,0.987972166
1,30,0.984,-0.07,-0.109,0.992490302
1,30,0.973,0.023,-0.117,0.980279042
1,30,1.031,-0.016,-0.137,1.04018556
1,30,1.004,-0.074,-0.109,1.012607031
1,30,0.961,0.043,-0.137,0.971668153
1,30,0.996,0.023,-0.141,1.006193818
1,30,0.988,0.066,-0.137,0.999634433
1,30,1,0.035,-0.117,1.007429402
1,30,0.977,-0.055,-0.121,0.985999493
1,30,0.984,0,-0.117,0.99093138
1,30,0.996,-0.055,-0.117,1.004355515
1,30,0.98,-0.055,-0.133,0.990511989
1,30,0.969,-0.055,-0.145,0.981331239
1,30,1.031,0.023,-0.141,1.040851094
1,30,0.973,-0.047,-0.133,0.983171908
1,30,0.965,0.027,-0.133,0.97449628
1,30,0.992,-0.043,-0.113,0.999340783
1,30,0.977,0.094,-0.121,0.988941859
1,30,1.02,-0.004,-0.113,1.026248021
1,30,1,-0.051,-0.113,1.007655695
1,30,0.969,0.078,-0.133,0.981190094
1,30,1.012,0.035,-0.133,1.02130211
1,30,0.992,0.031,-0.145,1.003020438
1,30,1,0.008,-0.125,1.007813971
1,30,0.988,-0.07,-0.105,0.996026606
1,30,0.973,0.031,-0.117,0.980499363
1,30,1,-0.023,-0.113,1.006627041
1,30,0.957,0.121,-0.133,0.973744833
1,30,1.023,-0.023,-0.125,1.030865171
1,30,0.992,-0.012,-0.125,0.999916497
1,30,0.984,0.09,-0.125,0.99598243
1,30,1.023,0.035,-0.109,1.029385739
1,30,0.988,-0.02,-0.121,0.995582744
1,30,0.969,0.109,-0.121,0.982589945
1,30,0.984,-0.078,-0.109,0.993086602
1,30,0.992,-0.016,-0.152,1.003705136
1,30,0.996,-0.082,-0.152,1.010862998
1,30,1.023,0.023,-0.125,1.030865171
1,30,0.992,-0.004,-0.145,1.002549251
1,30,0.984,-0.008,-0.133,0.992979859
1,30,1.004,0.027,-0.109,1.010260362
1,30,1.02,0.035,-0.117,1.027284771
1,30,0.996,-0.082,-0.121,1.006668267
1,30,1.008,-0.059,-0.141,1.019522437
1,30,1.023,0.039,-0.141,1.03340747
1,30,1.016,-0.035,-0.148,1.027319327
1,30,0.98,-0.07,-0.129,0.990929362
1,30,0.98,0.113,-0.137,0.995960843
1,30,0.98,0.008,-0.137,0.989562024
1,30,0.988,0.105,-0.121,1.000904591
1,30,1.012,-0.035,-0.113,1.018890573
1,30,0.969,0.039,-0.105,0.975452203
1,30,0.984,-0.055,-0.137,0.995012563
1,30,1.031,-0.004,-0.137,1.04007019
1,30,0.996,-0.031,-0.113,1.002868885
1,30,0.969,0.145,-0.137,0.989320474
1,30,1.004,0.008,-0.121,1.011296692
1,30,0.961,-0.02,-0.125,0.969301811
1,30,0.984,-0.063,-0.121,0.993411294
1,30,1.039,0.031,-0.133,1.047936544
1,30,0.973,-0.008,-0.141,0.98319581
1,30,0.996,-0.047,-0.145,1.007596149
1,30,1.035,-0.004,-0.109,1.040731474
1,30,1,0.074,-0.117,1.009537023
1,30,0.98,-0.043,-0.133,0.989918178
1,30,1.016,0.063,-0.105,1.023352334
1,30,0.977,0.004,-0.156,0.989384152
1,30,1.02,0.055,-0.105,1.026864158
1,30,0.992,0.066,-0.137,1.003588063
1,30,1.027,-0.031,-0.133,1.036040057
1,30,0.984,-0.074,-0.109,0.992780439
1,30,0.988,0.129,-0.141,1.006313073
1,30,0.996,-0.016,-0.113,1.002517332
1,30,0.996,-0.059,-0.121,1.005056217
1,30,0.992,0.063,-0.145,1.00451879
1,30,1.016,-0.004,-0.137,1.025202907
1,30,1.008,-0.063,-0.125,1.017672835
1,30,0.984,0.113,-0.156,1.002676917
1,30,0.984,-0.016,-0.117,0.991060543
1,30,0.98,0.004,-0.137,0.989537771
1,30,0.977,-0.035,-0.145,0.988321304
1,30,0.977,0.043,-0.098,0.982843833
1,30,0.965,0.055,-0.129,0.975136401
1,30,1,0.027,-0.117,1.007183201
1,30,1.012,0.031,-0.137,1.021701522
1,30,1.008,-0.051,-0.137,1.018545041
1,30,0.98,-0.07,-0.133,0.991458017
1,30,0.988,0.094,-0.133,1.001333611
1,30,1,-0.039,-0.133,1.00955931
1,30,0.984,-0.078,-0.109,0.993086602
1,30,0.996,0.027,-0.137,1.005740523
1,30,0.996,-0.059,-0.129,1.006050695
1,30,0.996,-0.09,-0.125,1.007839769
1,30,1,0.086,-0.137,1.012998026
1,30,1.016,-0.012,-0.133,1.024738503
1,30,0.977,-0.035,-0.129,0.986100908
1,30,0.988,0.098,-0.133,1.001717026
1,30,0.984,0,-0.102,0.98927246
1,30,0.977,0.066,-0.125,0.987172731
1,30,0.996,-0.012,-0.113,1.002461471
1,30,1.023,-0.031,-0.102,1.028539742
1,30,0.965,0.105,-0.156,0.983151057
1,30,1.02,0,-0.125,1.02763077
1,30,1,0.031,-0.137,1.009816815
1,30,1.004,0.02,-0.125,1.011949109
1,30,0.996,0.055,-0.125,1.005318855
1,30,0.973,-0.051,-0.109,0.980413688
1,30,0.953,0.016,-0.086,0.95700627
1,30,0.957,0.012,-0.137,0.966830906
1,30,1.004,0.004,-0.121,1.01127296
1,30,0.98,0.09,-0.141,0.994173526
1,30,1.008,0.012,-0.109,1.013947237
1,30,0.996,0.094,-0.133,1.009227923
1,30,1.023,0.027,-0.105,1.028728827
1,30,0.996,-0.008,-0.133,1.004872629
1,30,0.953,0.102,-0.133,0.967626994
1,30,0.961,-0.043,-0.113,0.968575759
1,30,1.016,0.035,-0.133,1.025265819
1,30,1.004,-0.027,-0.121,1.011625425
1,30,0.996,-0.07,-0.125,1.006250963
1,30,1,0.047,-0.141,1.010984669
1,30,1.016,-0.043,-0.125,1.024563322
1,30,0.969,-0.063,-0.117,0.978069016
1,30,0.98,0.027,-0.145,0.991036831
1,30,0.984,-0.059,-0.137,0.995241679
1,30,0.984,-0.086,-0.121,0.995134664
1,30,0.996,0.07,-0.137,1.007811986
1,30,1.02,0.023,-0.117,1.026945958
1,30,1.02,0.082,-0.152,1.034518245
1,30,1.016,0.008,-0.125,1.023691848
1,30,1.016,-0.047,-0.152,1.028381738
1,30,0.953,-0.035,-0.137,0.963432924
1,30,1.008,-0.008,-0.113,1.014345602
1,30,1.004,-0.012,-0.117,1.010865471
1,30,1,0.082,-0.152,1.014804415
1,30,1.031,0.027,-0.109,1.037097392
1,30,1.02,-0.004,-0.137,1.029167139
1,30,0.988,-0.047,-0.125,0.996984453
1,30,1.02,0.004,-0.105,1.025397972
1,30,0.957,-0.027,-0.133,0.966574881
1,30,0.984,-0.055,-0.133,0.994469708
1,30,1.027,0.031,-0.117,1.034107828
1,30,0.98,0.023,-0.137,0.989796949
1,30,1.035,0.043,-0.133,1.044395998
1,30,1.035,0.063,-0.141,1.046458313
1,30,1.012,-0.027,-0.129,1.020545932
1,30,1.023,-0.063,-0.105,1.030302383
1,30,0.965,0.082,-0.121,0.976007172
1,30,0.984,-0.027,-0.117,0.991299148
1,30,0.988,-0.066,-0.105,0.995753484
1,30,1.023,0.059,-0.148,1.035332797
1,30,1.023,0,-0.121,1.03013106
1,30,0.988,-0.039,-0.133,0.997674296
1,30,0.973,-0.023,-0.137,0.982866725
1,30,1.004,-0.008,-0.102,1.009199683
1,30,0.984,-0.07,-0.117,0.993400725
1,30,0.984,0.09,-0.137,0.997559522
1,30,1.016,0.012,-0.121,1.023250214
1,30,0.961,0.074,-0.137,0.973532742
1,30,1.035,0.051,-0.102,1.041263655
1,30,1.027,0.035,-0.137,1.036688478
1,30,0.992,-0.055,-0.133,1.002386153
1,30,1.008,-0.074,-0.137,1.019955391
1,30,0.992,0.027,-0.141,1.002334276
1,30,0.957,-0.031,-0.137,0.967253328
1,30,0.973,-0.086,-0.121,0.984259112
1,30,1.02,0.031,-0.137,1.029626146
1,30,1.027,-0.023,-0.125,1.034834769
1,30,1.035,-0.047,-0.137,1.045085164
1,30,1.008,0.086,-0.133,1.020367091
1,30,1.031,-0.027,-0.105,1.036684619
1,30,0.992,-0.109,-0.113,1.004347549
1,30,1.004,0.066,-0.145,1.016561361
1,30,0.977,-0.012,-0.121,0.984537455
1,30,1.031,-0.039,-0.137,1.040793447
1,30,1.016,0.105,-0.133,1.03003398
1,30,1.031,-0.027,-0.121,1.038427176
1,30,1.016,-0.055,-0.125,1.025137064
1,30,1,0.059,-0.141,1.011613563
1,30,1,-0.039,-0.109,1.006678697
1,30,0.992,-0.023,-0.133,1.00114035
1,30,0.965,0.117,-0.133,0.981123336
1,30,1.004,-0.016,-0.102,1.009294803
1,30,1.016,-0.023,-0.133,1.024926339
1,30,0.992,0.094,-0.145,1.006938429
1,30,0.98,-0.063,-0.117,0.988968149
1,30,1.004,-0.02,-0.129,1.012450986
1,30,0.949,0.102,-0.137,0.964247893
1,30,0.961,-0.047,-0.098,0.967126672
1,30,1.012,0.035,-0.133,1.02130211
1,30,1.012,-0.027,-0.121,1.019565594
1,30,0.992,-0.066,-0.125,1.002020459
1,30,1.012,0.051,-0.137,1.02250379
1,30,1.02,-0.043,-0.129,1.029023809
1,30,0.957,-0.07,-0.125,0.967664198
1,30,0.977,0.035,-0.137,0.987179315
1,30,0.988,-0.059,-0.129,0.998131254
1,30,0.988,-0.078,-0.125,0.998925923
1,30,0.996,0.07,-0.137,1.007811986
1,30,1.023,-0.02,-0.121,1.030325191
1,30,0.996,-0.051,-0.125,1.005107954
1,30,0.988,0.086,-0.133,1.000614311
1,30,0.992,-0.016,-0.113,0.998543439
1,30,0.984,-0.109,-0.133,0.998912409
1,30,0.965,0.109,-0.141,0.98131901
1,30,0.984,-0.023,-0.137,0.993757516
1,30,0.988,-0.031,-0.137,0.997934868
1,30,0.973,0.125,-0.121,0.988430574
1,30,0.988,-0.027,-0.121,0.99574796
1,30,1,-0.043,-0.121,1.008211287
1,30,0.969,0.07,-0.121,0.979031154
1,30,0.973,-0.039,-0.109,0.979862745
1,30,1.004,-0.02,-0.129,1.012450986
1,30,0.996,0.102,-0.148,1.012088929
1,30,0.98,-0.035,-0.125,0.988559558
1,30,1.012,0.004,-0.129,1.02019655
1,30,1.02,-0.039,-0.137,1.029898053
1,30,0.977,-0.082,-0.121,0.987873474
1,30,0.977,-0.008,-0.121,0.984496826
1,30,0.961,-0.094,-0.098,0.970546753
1,30,1.012,0.027,-0.125,1.020048038
1,30,1.012,0.039,-0.133,1.021447013
1,30,1.02,-0.023,-0.121,1.027409363
1,30,0.98,-0.063,-0.121,0.989449342
1,30,0.992,0.066,-0.129,1.002527306
1,30,1,0.023,-0.109,1.006185868
1,30,0.965,0.063,-0.133,0.976157262
1,30,0.977,-0.023,-0.117,0.98424946
1,30,0.988,0.016,-0.113,0.994569756
1,30,0.969,-0.035,-0.145,0.980413688
1,30,1.027,-0.008,-0.117,1.03367403
1,30,1.004,0.012,-0.105,1.009546928
1,30,0.98,-0.031,-0.137,0.990015151
1,30,1.008,0.02,-0.113,1.014511212
1,30,0.969,-0.039,-0.125,0.977807241
1,30,0.949,-0.063,-0.121,0.958754922
1,30,1.02,0.012,-0.121,1.027221982
1,30,0.961,-0.004,-0.137,0.970724472
1,30,0.996,-0.023,-0.125,1.00407669
1,30,1.027,0.047,-0.105,1.033422953
1,30,0.957,0.031,-0.133,0.966694885
1,30,1.016,0.039,-0.113,1.023008309
1,30,0.996,0.047,-0.125,1.004912932
1,30,0.98,-0.055,-0.137,0.991057011
1,30,0.969,-0.055,-0.109,0.976661149
1,30,1.004,0.094,-0.141,1.018200864
1,30,1.023,-0.02,-0.125,1.0308026
1,30,1,-0.066,-0.105,1.007661153
1,30,0.98,0.102,-0.137,0.994772838
1,30,1.004,-0.008,-0.121,1.011296692
1,30,0.973,-0.055,-0.105,0.980193348
1,30,0.969,0.102,-0.129,0.982856042
1,30,1.016,-0.012,-0.121,1.023250214
1,30,1.02,-0.039,-0.133,1.029373596
1,30,0.992,0.094,-0.141,1.00637021
1,30,1.016,0.027,-0.109,1.022186871
1,30,0.973,0.082,-0.125,0.984417594
1,30,1.016,0.035,-0.105,1.022010763
1,30,1.008,0.016,-0.137,1.017393238
1,30,0.957,-0.07,-0.129,0.968189031
1,30,0.961,-0.051,-0.109,0.96850555
1,30,1.008,0.074,-0.129,1.018911674
1,30,1.016,-0.023,-0.121,1.023438323
1,30,1,-0.078,-0.133,1.011816683
1,30,0.984,0.082,-0.141,0.99742719
1,30,1.004,-0.027,-0.117,1.011154785
1,30,0.98,-0.059,-0.125,0.989699955
1,30,0.977,0.086,-0.137,0.990299955
1,30,0.973,-0.027,-0.121,0.980866454
1,30,1.008,-0.055,-0.129,1.01770821
1,30,0.984,0.09,-0.141,0.998116727
1,30,1.008,0.012,-0.113,1.014385035
1,30,1.004,0.078,-0.141,1.016848563
1,30,1.023,0.035,-0.121,1.030725473
1,30,1.027,-0.012,-0.145,1.037255031
1,30,0.949,-0.055,-0.141,0.960992716
1,30,1.004,0.02,-0.105,1.00967371
1,30,1.004,0.043,-0.125,1.012664801
1,30,1.016,-0.02,-0.113,1.022460268
1,30,0.992,-0.074,-0.125,1.002579174
1,30,1.012,0.055,-0.133,1.022182958
1,30,1.004,-0.043,-0.121,1.012178838
1,30,0.98,-0.066,-0.125,0.990141909
1,30,0.988,0.043,-0.145,0.999508879
1,30,0.977,0.012,-0.125,0.985037055
1,30,0.98,0.117,-0.141,0.996980441
1,30,0.984,0,-0.098,0.98886804
1,30,1.02,-0.043,-0.125,1.028530019
1,30,0.965,0.004,-0.141,0.975254838
1,30,0.988,-0.043,-0.117,0.995832315
1,30,1.023,-0.039,-0.141,1.03340747
1,30,0.961,-0.043,-0.121,0.969541644
1,30,1.008,0.004,-0.105,1.013461889
1,30,1.008,0,-0.121,1.015236426
1,30,1.039,0,-0.102,1.043994732
1,30,1.027,0.043,-0.133,1.036468523
1,30,0.996,-0.016,-0.137,1.005505346
1,30,1,0.043,-0.109,1.006841596
1,30,0.957,0.027,-0.109,0.963565774
1,30,1.043,0.047,-0.164,1.056860445
1,30,0.961,0.074,-0.117,0.970920182
1,30,0.988,0,-0.133,0.996911731
1,30,1.012,-0.004,-0.117,1.018748742
1,30,0.969,-0.02,-0.129,0.977753548
1,30,0.977,-0.051,-0.141,0.988438668
1,30,1.027,-0.031,-0.125,1.035043477
1,30,0.961,0.063,-0.098,0.968036156
1,30,0.977,0.039,-0.18,0.994208228
1,30,1,0.023,-0.145,1.010719546
1,30,1.031,0.039,-0.121,1.038808452
1,30,1,0.027,-0.137,1.009701936
1,30,1.008,-0.039,-0.117,1.015516617
1,30,0.977,-0.023,-0.117,0.98424946
1,30,1.02,0.063,-0.125,1.0295601
1,30,1.004,-0.055,-0.117,1.012289484
1,30,0.961,-0.055,-0.152,0.974499872
1,30,0.961,0.063,-0.129,0.971664037
1,30,1,0.031,-0.133,1.009281923
1,30,0.988,-0.023,-0.137,0.997718397
1,30,0.953,0.027,-0.141,0.963752562
1,30,1.004,0.008,-0.105,1.009507306
1,30,0.977,-0.016,-0.125,0.985093904
1,30,0.992,0.012,-0.129,1.00042441
1,30,1.043,-0.043,-0.184,1.059978302
1,30,0.996,-0.039,-0.129,1.005076117
1,30,1.027,0.004,-0.133,1.035583893
1,30,1.012,-0.008,-0.145,1.022366373
1,30,0.961,-0.035,-0.117,0.968728548
1,30,0.996,-0.031,-0.078,0.99953039
1,30,1.023,0.004,-0.113,1.029229809
1,30,0.992,-0.051,-0.117,1.000176984
1,30,0.992,0.063,-0.141,1.003949202
1,30,1.027,0.031,-0.133,1.036040057
1,30,1.023,0.039,-0.129,1.03183865
1,30,0.988,-0.023,-0.137,0.997718397
1,30,0.949,0.059,-0.129,0.95954312
1,30,1.02,-0.09,-0.105,1.029332308
1,30,1.016,0.078,-0.133,1.027632716
1,30,0.988,0.02,-0.125,0.996076804
1,30,0.992,-0.102,-0.176,1.012642089
1,30,0.973,-0.027,-0.145,0.984115339
1,30,1.016,-0.039,-0.141,1.026478446
1,30,1.016,-0.027,-0.129,1.024512567
1,30,0.996,0.086,-0.137,1.009049553
1,30,0.988,-0.008,-0.094,0.992493829
1,30,0.984,-0.047,-0.133,0.994059354
1,30,1.055,-0.004,-0.148,1.065337975
1,30,1.012,0.016,-0.152,1.023476429
1,30,0.988,0.027,-0.137,0.997818621
1,30,0.961,-0.043,-0.156,0.974528604
1,30,1.012,-0.035,-0.125,1.020291135
1,30,0.984,-0.039,-0.125,0.992674166
1,30,0.984,0.043,-0.125,0.992839363
1,30,0.996,0.031,-0.113,1.002868885
1,30,1.023,-0.055,-0.129,1.032567189
1,30,0.953,-0.004,-0.16,0.966346211
1,30,0.969,0.027,-0.148,0.980608994
1,30,0.965,0.09,-0.16,0.98230596
1,30,0.984,0.027,-0.129,0.992786986
1,30,1.008,0.043,-0.121,1.016146643
1,30,1,0.008,-0.105,1.005529214
1,30,0.988,0.098,-0.121,1.000194481
1,30,0.996,0.031,-0.102,1.001689074
1,30,1,-0.09,-0.156,1.016088579
1,30,0.984,-0.004,-0.141,0.994058851
1,30,1.035,-0.02,-0.137,1.044219326
1,30,0.996,-0.016,-0.141,1.006058149
1,30,0.973,0.086,-0.133,0.985806269
1,30,0.996,0.02,-0.117,1.003047855
1,30,1.023,-0.035,-0.105,1.028969873
1,30,0.988,0.004,-0.117,0.994911554
1,30,1.004,-0.059,-0.141,1.015567821
1,30,1.016,-0.063,-0.137,1.027129008
1,30,0.984,-0.074,-0.152,0.998416747
1,30,1.027,0.02,-0.129,1.035263252
1,30,0.945,-0.004,-0.125,0.953239739
1,30,1.004,0.008,-0.117,1.0108259
1,30,0.984,-0.066,-0.109,0.992216206
1,30,0.984,-0.043,-0.125,0.992839363
1,30,1.02,-0.047,-0.172,1.035467527
1,30,0.992,0.035,-0.133,1.001487893
1,30,1,0.055,-0.152,1.012980256
1,30,0.984,0.008,-0.133,0.992979859
1,30,0.996,0.063,-0.125,1.005788248
1,30,1.004,-0.012,-0.125,1.011822613
1,30,0.992,-0.059,-0.105,0.999284744
1,30,0.992,0.027,-0.117,0.999240712
1,30,1.035,-0.031,-0.145,1.04556731
1,30,1.012,-0.07,-0.145,1.024728745
1,30,1.027,0.113,-0.164,1.046132879
1,30,1,0.023,-0.141,1.010153454
1,30,0.98,-0.051,-0.129,0.98976866
1,30,0.98,0.004,-0.125,0.987947873
1,30,0.98,-0.035,-0.102,0.985915311
1,30,0.973,0.066,-0.117,0.982229098
1,30,1.027,0.012,-0.125,1.034648733
1,30,1.016,0.004,-0.125,1.023668403
1,30,1.004,-0.082,-0.148,1.018157159
1,30,0.992,-0.055,-0.148,1.004486436
1,30,1,0.023,-0.129,1.008548462
1,30,1.004,0.027,-0.113,1.010699758
1,30,0.984,0.094,-0.109,0.994471216
1,30,0.992,0.023,-0.074,0.99502211
1,30,1.012,-0.109,-0.156,1.029738316
1,30,0.98,0.086,-0.152,0.995439601
1,30,0.992,-0.027,-0.125,1.000208978
1,30,1,-0.035,-0.141,1.010497897
1,30,0.973,0.078,-0.141,0.986252503
1,30,0.977,0.012,-0.105,0.982699344
1,30,0.969,0.098,-0.133,0.982982197
1,30,1.004,0.055,-0.098,1.010269766
1,30,0.969,-0.012,-0.168,0.983528851
1,30,0.988,-0.035,-0.148,0.999636434
1,30,1.012,0.023,-0.117,1.019000491
1,30,0.953,0.051,-0.141,0.964723276
1,30,1.008,0.008,-0.113,1.014345602
1,30,0.996,0.113,-0.133,1.011174565
1,30,0.973,-0.02,-0.125,0.981200285
1,30,0.996,-0.063,-0.094,1.002407602
1,30,0.996,0.051,-0.133,1.006134186
1,30,1.004,-0.016,-0.137,1.013430313
1,30,1.012,-0.051,-0.109,1.019130021
1,30,0.98,0.105,-0.152,0.997260748
1,30,1.02,-0.016,-0.129,1.028249483
1,30,0.992,0.012,-0.137,1.001487394
1,30,0.973,-0.039,-0.133,0.982821957
1,30,1.016,0.031,-0.105,1.021881598
1,30,0.977,0.051,-0.141,0.988438668
1,30,1.008,0.02,-0.094,1.012570985
1,30,1.008,0.031,-0.137,1.017739652
1,30,1.004,-0.055,-0.137,1.014795546
1,30,0.996,-0.055,-0.117,1.004355515
1,30,1.004,0.074,-0.133,1.015470827
1,30,0.992,-0.039,-0.129,1.001112381
1,30,0.992,-0.086,-0.125,1.003536247
1,30,0.992,0.035,-0.125,1.000456896
1,30,0.988,-0.063,-0.109,0.995988956
1,30,1.004,-0.078,-0.125,1.014753665
1,30,1,0.094,-0.145,1.014820674
1,30,1.027,-0.02,-0.09,1.031129963
1,30,0.953,-0.043,-0.109,0.960176546
1,30,0.98,0.105,-0.129,0.99401509
1,30,0.988,0.012,-0.109,0.994066899
1,30,0.957,0.063,-0.121,0.966674195
1,30,0.996,-0.004,-0.094,1.000433906
1,30,0.992,-0.027,-0.113,0.998780256
1,30,0.969,0.098,-0.148,0.98512385
1,30,1.031,0.02,-0.109,1.036938764
1,30,1.008,0.031,-0.129,1.016693661
1,30,1.008,-0.039,-0.125,1.01646938
1,30,0.984,-0.086,-0.117,0.994656222
1,30,0.973,0.016,-0.125,0.981126903
1,30,0.961,-0.086,-0.09,0.969028895
1,30,0.996,-0.082,-0.125,1.007156889
1,30,1.008,0.07,-0.141,1.020218114
1,30,1.02,0.016,-0.121,1.027276496
1,30,0.996,0.121,-0.121,1.010592895
1,30,1.004,-0.016,-0.121,1.011391616
1,30,1,0,-0.109,1.005922959
1,30,0.961,-0.043,-0.125,0.970048968
1,30,1,-0.02,-0.098,1.004989552
1,30,0.992,-0.023,-0.121,0.999616927
1,30,0.965,0.102,-0.145,0.981149326
1,30,1.031,0.02,-0.109,1.036938764
1,30,1.004,0.012,-0.129,1.012324553
1,30,1.023,0.016,-0.133,1.031733493
1,30,1.004,0.051,-0.129,1.01353737
1,30,1.008,-0.059,-0.113,1.016028543
1,30,0.922,0.055,-0.074,0.926598619
1,30,0.957,0.004,-0.129,0.965663502
1,30,0.969,0.004,-0.109,0.97511948
1,30,1.023,0.078,-0.148,1.036589118
1,30,1.008,0.004,-0.125,1.015728802
1,30,1.023,0.078,-0.145,1.036165045
1,30,1.016,0.031,-0.109,1.022300347
1,30,1.008,0,-0.129,1.016220941
1,30,0.887,-0.012,-0.098,0.892478011
1,30,0.977,-0.039,-0.125,0.985735766
1,30,0.977,0.047,-0.125,0.986084682
1,30,0.969,0.004,-0.117,0.976046105
1,30,1,0.082,-0.117,1.010154939
1,30,1.023,-0.055,-0.145,1.034687876
1,30,1.004,0.027,-0.105,1.00983662
1,30,1.039,0.078,-0.105,1.047201031
1,30,0.961,0.031,-0.137,0.9712111
1,30,1.02,0.004,-0.148,1.03068909
1,30,1.027,0.023,-0.125,1.034834769
